"R17"	"R8"	"R2"	"R6"	"R3"	"R12"	"R15"	"R4"	"R13"	"R20"	"R1"	"R14"	"R19"	"R11"	"R5"	"R10"	"R18"	"R16"	"R9"	"R7"	"R53"	"R46"	"R47"	"R56"	"R59"	"R48"	"R50"	"R43"	"R49"	"R58"	"R42"	"R52"	"R44"	"R41"	"R57"	"R45"	"R51"	"R60"	"R55"	"R54"	"R22"	"R35"	"R34"	"R26"	"R31"	"R28"	"R27"	"R24"	"R21"	"R40"	"R36"	"R38"	"R33"	"R37"	"R29"	"R25"	"R32"	"R30"	"R23"	"R39"	"R73"	"R79"	"R80"	"R64"	"R78"	"R77"	"R68"	"R67"	"R65"	"R66"	"R62"	"R74"	"R61"	"R72"	"R75"	"R69"	"R63"	"R70"	"R71"	"R76"
"TETL"	8	5	22	20	0	0	33	3	8	59	0	5	4	22	8	31	4	10	2	0	8	2	6	0	12	6	0	26	2	0	137	2	0	8	8	5	2	6	35	16	0	0	11	2	0	0	4	2	70	0	37	0	17	32	0	0	8	0	4	0	25	0	0	0	7449	28	2	3	0	4	5	11	10	18	13	10	2	7	5	79
"TETM"	12	2	24	106	5	0	82	11	21	425	2	2	0	19	18	3	12	43	2	12	52	0	2	0	16	8	0	18	2	2	48	19	24	21	50	2	20	31	13	18	4	2	24	0	13	4	8	4	44	6	30	34	21	13	0	0	5	0	3	4	27	0	0	0	2	125	50	4	2	52	5	40	32	4	13	22	2	17	11	477
"TETO"	344	9	59	33	9	3	879	4	111	45	32	12	38	20	605	268	65	171	27	2	1227	17	15	12	550	312	0	14	7	128	141	227	10	97	238	62	20	31	27	125	46	12	69	30	6	18	160	10	78	49	126	18	384	848	0	17	149	0	17	65	1284	0	0	5	0	60	3	355	50	29	17	401	6	120	20	59	57	13	97	314
"TETQ"	923	11	163	137	73	6	1621	6	528	362	133	14	80	23	2660	482	419	851	184	2	1922	29	13	22	2305	50	6	72	44	288	472	498	5	85	324	103	23	106	62	1002	50	10	131	30	51	29	1246	30	114	195	84	169	268	1419	2	51	848	2	37	26	4550	0	0	23	0	167	13	800	99	53	14	1001	11	684	59	125	50	5	518	902
"TETR|RequiresSNPConfirmation"	23	4	62	5	0	0	36	68	2	397	4	26	1	40	35	13	4	28	0	11	8	0	0	2	44	2	0	6	11	5	48	1	18	16	14	1	4	10	64	8	2	6	7	2	3	0	12	2	259	2	47	4	20	22	0	0	10	0	82	6	31	0	0	12	6	53	2	8	4	14	4	26	5	17	17	30	2	30	13	260
"TETRM|RequiresSNPConfirmation"	0	0	0	2	0	0	2	0	0	1	0	3	0	20	2	0	2	7	0	0	26	0	0	0	2	0	0	1	7	0	12	0	0	0	4	0	0	0	2	0	0	2	0	0	2	2	0	0	4	45	0	0	1	2	0	0	6	0	2	0	2	0	0	0	17	3	0	1	0	4	0	2	3	4	0	0	0	2	5	13
"TETS"	4	0	2	6	2	0	0	0	2	33	2	2	0	1	10	2	6	6	2	0	4	2	0	0	2	2	0	0	2	0	6	0	2	4	14	0	2	0	2	2	0	0	6	2	0	0	0	0	20	0	2	2	0	2	2	0	0	0	0	0	14	0	0	2	0	6	0	10	0	0	0	0	0	2	2	4	0	2	0	21
"TETT"	2	0	0	168	2	0	2	2	21	305	2	2	0	17	2	0	0	12	2	5	0	0	2	2	3	6	0	7	4	0	58	1	4	2	4	0	8	73	24	6	2	0	2	0	24	2	0	0	26	0	7	19	4	2	0	0	2	0	13	0	12	0	0	4	1	54	21	0	0	40	0	15	35	8	6	8	0	17	1	158
"TETU"	0	0	0	4	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"TETV"	4	2	2	0	2	0	4	0	8	12	0	8	0	2	2	0	4	6	2	0	0	0	0	0	2	0	2	8	0	0	12	0	2	2	2	2	0	2	2	6	2	6	4	0	2	0	2	4	6	2	2	0	4	4	0	2	2	0	2	2	8	0	0	0	2	0	0	4	0	8	0	0	2	2	0	2	4	0	2	0
"TETW"	751	20	152	206	61	2	1249	4	428	60	128	35	81	26	1293	437	231	582	64	10	775	31	24	25	1059	445	24	38	31	191	268	461	9	190	541	201	17	104	58	288	77	31	202	23	10	45	298	72	146	72	390	58	625	1694	0	100	520	7	31	198	2128	2	2	42	1	122	18	653	172	148	13	1449	10	252	85	292	92	13	308	730
"TETX"	41	3	77	13	2	0	26	193	18	1641	0	3	0	146	123	18	9	23	5	10	0	0	2	0	98	2	0	32	67	4	139	27	23	27	25	19	2	8	111	22	2	4	16	0	2	0	80	6	280	0	48	5	2	33	0	0	47	0	36	2	132	0	0	23	0	112	3	4	0	2	0	159	224	29	21	11	5	44	26	453
"TETY"	2	2	10	2	0	0	0	20	0	43	0	0	0	17	6	10	2	0	0	0	0	0	0	0	4	0	0	9	2	0	10	0	1	3	8	0	3	0	5	10	0	0	2	0	2	0	4	3	27	0	13	0	0	0	0	2	0	0	25	0	0	0	0	13	0	4	0	0	2	0	0	7	8	2	0	4	0	12	2	41
"TETZ"	4	2	33	6	2	0	13	30	4	107	4	0	0	11	7	0	0	5	0	1	0	0	0	0	4	2	0	3	2	2	6	2	2	0	4	1	0	2	2	14	0	0	11	0	0	0	0	0	14	0	28	0	7	5	0	0	0	0	0	0	2	0	0	3	16	82	0	0	0	0	2	3	4	7	19	6	2	0	8	293
"THINB"	0	0	0	2	0	0	0	2	6	6	2	2	0	0	2	2	4	10	0	2	0	0	0	0	2	0	2	4	0	0	4	2	0	2	2	0	0	4	2	4	4	0	2	0	2	2	2	0	4	0	4	0	6	2	2	0	0	0	0	2	4	0	0	0	0	0	0	2	0	2	2	6	0	10	0	6	0	2	2	10
"THYA|RequiresSNPConfirmation"	4	5	3	5	3	0	7	6	2	69	0	25	0	26	13	0	4	6	0	5	0	0	0	0	12	0	0	12	5	4	46	1	10	21	4	2	1	3	3	17	2	0	5	2	3	0	5	0	26	12	15	4	10	10	0	0	2	0	5	1	30	0	0	2	0	6	2	2	2	6	0	7	31	16	4	12	0	3	4	44
"TLA"	6	0	0	12	0	0	10	2	6	8	2	0	0	12	10	0	8	8	0	0	2	0	2	0	6	2	0	2	0	0	6	2	0	10	8	2	0	4	2	16	0	0	2	0	4	0	0	2	10	0	6	0	2	4	0	0	0	0	0	2	8	0	0	4	0	2	0	8	0	6	2	8	8	10	2	8	0	6	0	6
"TLMB"	0	0	0	0	0	0	0	0	0	8	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	2	4	0	0	0	0	2	2	2	0	2	0	0	0	0	0	2	0	2	0	2	2	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	6	2	2	0	0	0	0
"TLRC"	25	6	7	19	4	2	10	3	33	106	8	50	3	19	42	0	12	48	8	6	24	6	6	2	37	7	2	19	4	8	52	7	37	60	47	4	3	18	14	42	14	5	21	2	1	4	12	8	17	8	17	6	8	39	0	0	17	2	28	10	39	0	0	0	18	3	7	20	6	30	15	20	16	53	5	48	9	2	2	69
"TLRCM"	12	6	2	11	6	2	12	9	37	64	5	46	0	16	39	16	16	41	2	6	18	2	6	8	43	12	2	9	15	4	46	6	20	24	32	2	4	4	9	43	4	6	17	4	6	14	14	0	27	10	17	9	10	32	0	0	6	1	6	4	64	0	0	4	2	7	0	2	6	13	2	14	17	32	5	37	3	0	4	53
"TLYA|RequiresSNPConfirmation"	2	5	0	0	0	0	0	4	10	8	0	8	0	3	6	0	0	6	0	1	2	0	0	0	10	2	0	3	0	0	28	0	7	8	4	0	2	2	1	7	6	4	4	0	0	2	0	0	9	2	2	2	6	6	0	0	2	0	2	2	0	0	0	2	0	4	4	0	0	4	0	0	2	2	3	4	0	0	0	13
"TMB"	4	0	0	4	0	0	0	0	0	12	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	2	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	6	0	0	2	0	0	0	10
"TMRB"	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TOLC"	8	2	0	4	0	0	0	0	4	6	0	0	2	0	0	4	0	0	0	0	67	0	4	2	6	32	0	0	0	47	4	0	2	4	4	1	2	2	2	4	0	0	6	0	0	0	4	0	6	171	4	0	0	7	0	2	4	0	0	0	24	0	0	0	141	1	0	4	5	0	0	12	2	0	2	0	0	0	0	8
"TOLCSM"	0	2	4	3	0	0	2	8	2	33	0	28	2	14	6	0	2	10	4	2	0	0	2	0	8	4	0	4	1	0	14	3	8	9	10	2	0	0	2	30	2	0	2	0	0	0	5	0	12	4	5	3	2	6	0	0	2	0	2	0	6	0	0	3	6	5	0	2	2	14	0	12	13	10	0	4	2	2	6	10
"TRGA"	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	4	0	2	0	0	0	0	0	0
"TRGB"	0	0	2	4	0	0	6	2	0	6	0	8	0	4	10	0	4	12	4	0	0	0	0	0	0	0	0	2	4	0	10	0	12	4	4	0	4	2	2	6	0	0	2	0	0	2	2	0	2	0	0	4	2	4	0	2	2	0	4	0	6	0	0	2	6	2	0	2	0	4	4	0	2	14	2	2	0	4	0	6
"TRIA"	0	0	0	4	0	0	4	2	2	19	2	10	0	0	0	2	0	10	0	0	0	0	0	0	6	0	2	0	0	0	12	0	4	4	0	0	2	0	2	16	0	0	2	0	0	0	2	2	7	4	4	0	0	6	0	0	2	4	0	2	6	0	0	0	70	4	0	2	2	2	0	0	0	4	0	6	0	2	2	6
"TRIAP"	0	0	2	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	2	0	0	0	0	6
"TRIB"	2	2	0	4	0	0	4	2	2	8	12	14	0	2	4	0	2	8	4	0	0	0	0	0	0	4	0	6	0	0	16	8	12	2	18	2	0	4	2	4	2	4	4	2	0	0	4	4	2	2	0	0	0	14	0	0	0	0	0	2	2	0	0	0	51	0	0	8	0	12	0	8	0	10	0	8	0	0	2	8
"TRIBP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0
"TRIC"	2	0	0	6	0	0	4	4	20	51	0	38	0	4	22	2	8	8	4	0	0	4	2	0	17	2	2	4	2	2	21	5	6	6	16	2	2	6	6	12	0	2	16	0	2	4	2	2	30	6	4	6	4	22	2	0	2	2	9	0	10	0	0	0	157	4	0	10	2	8	4	6	3	19	2	28	2	7	2	14
"TRICP"	6	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	2	0	0	2	2	12	0	0	0	8	0	0	2	0	2	0	0	4	0	0	2	0	0	8	2	2	0	0	6	0	2	0	0	0	0	4	0	0	0	4	0	0	0	0	6	0	6	2	0	0	10	2	4	2	10
"TROA"	0	0	0	0	0	0	0	4	0	0	6	2	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
"TROB"	2	2	0	0	0	0	6	2	17	10	4	6	0	2	12	8	12	19	2	0	12	0	0	1	8	6	0	2	0	4	10	2	2	10	10	4	2	12	8	12	8	4	11	2	2	0	4	2	2	2	10	0	4	20	0	2	0	0	0	4	34	0	0	0	0	0	2	4	2	12	2	6	0	14	0	25	6	4	2	12
"TROC"	0	0	0	0	2	0	4	0	12	2	6	0	0	0	0	0	16	2	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	22	4	0	2	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0
"TROD"	0	0	0	4	0	0	2	0	2	6	0	0	0	2	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	2	2	0	0	0	0	2	2	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	6	0	0	0	2
"TROR"	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	4
"TRU"	0	0	0	0	0	0	0	0	2	0	0	0	4	2	0	2	0	2	0	0	4	0	0	0	6	2	0	0	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	4	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2
"TSNR"	2	0	0	0	0	0	4	0	0	18	2	10	0	4	4	0	0	7	0	4	0	0	0	0	2	0	0	0	0	0	8	0	4	4	2	2	0	0	0	6	2	0	0	0	0	0	0	0	4	0	0	0	2	4	0	0	2	0	0	0	16	0	0	4	2	0	0	4	0	0	0	0	2	6	0	4	0	0	0	4
"TTGA"	2	0	0	2	2	2	0	0	4	5	0	9	0	2	4	0	0	10	1	0	0	0	0	0	2	2	0	3	1	2	9	0	6	4	6	1	0	6	0	2	0	0	2	2	0	2	0	0	3	0	5	0	2	8	0	0	0	0	14	2	6	0	0	0	2	1	0	2	2	6	0	5	5	8	0	10	0	0	6	39
"TTGB"	15	8	18	16	3	0	8	10	14	158	4	61	0	71	34	4	10	12	0	23	12	2	10	2	30	4	1	32	24	0	67	3	29	26	20	3	8	6	27	21	5	2	11	0	0	0	7	11	116	1	21	6	1	26	2	0	14	0	59	2	48	0	0	9	4	52	0	4	4	9	0	55	116	40	18	22	10	6	13	357
"TTGC"	4	2	2	0	0	0	6	0	2	18	0	6	0	2	2	0	0	2	2	2	0	0	0	0	2	0	0	0	0	0	4	4	2	0	4	0	0	0	0	2	0	0	8	0	0	0	2	2	2	0	2	0	2	8	0	0	0	0	4	2	0	0	0	0	8	0	0	0	0	8	2	6	0	2	0	6	0	0	6	14
"TTGE"	4	2	2	18	0	1	6	2	11	39	2	1	0	55	23	2	5	18	2	10	2	2	0	0	14	0	0	45	9	0	63	1	20	14	6	2	1	4	16	9	4	0	9	2	2	0	5	2	28	0	24	0	2	4	0	0	0	0	27	2	14	0	0	3	2	34	10	4	0	14	0	33	54	14	23	8	4	19	4	211
"TTGF"	0	0	0	4	0	0	0	0	4	7	0	0	0	20	0	0	0	2	0	5	0	0	3	0	5	2	0	9	5	0	14	0	6	5	7	0	0	0	5	0	0	0	5	0	0	0	2	0	5	0	4	0	2	2	0	0	0	0	3	4	4	0	0	0	4	4	0	0	0	6	0	4	27	4	2	4	0	10	2	35
"TTGG"	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	2	0	0	0	6	0	0	0	0	0	4
"TTGR"	0	0	0	0	0	0	0	0	4	8	0	8	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	8	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	4	2	0	6	0	0	0	0	2	0	8	0	0	2	6	0	0	0	0	2	0	2	4	2	0	4	0	0	0	4
"TTGT"	2	0	0	0	0	0	2	0	0	10	0	2	0	3	4	0	0	0	0	0	2	0	0	0	2	0	0	3	0	0	4	0	0	4	0	0	0	0	0	0	0	2	4	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	2	0	0	11	2	1	0	0	4	0	22
"TTGV"	0	0	0	0	0	0	0	0	0	28	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	4	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0
"TTGW"	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"TTU"	0	0	0	0	0	2	0	0	2	2	0	0	0	2	0	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0
"TUFAB|RequiresSNPConfirmation"	709	522	408	1794	290	86	1287	409	1974	6320	594	755	260	2929	1205	455	1228	2910	413	460	563	172	363	194	1757	511	138	1132	932	334	3522	576	938	1881	2759	315	301	806	1529	2520	564	409	1668	253	170	399	602	430	4543	391	1348	376	981	1259	33	87	368	80	1158	499	2282	0	2	390	784	1252	290	941	344	1500	269	1844	2037	2267	498	1996	621	1119	683	8335
"TUNR"	0	2	0	0	2	0	2	0	0	0	0	2	0	0	0	2	2	2	0	0	0	0	0	0	4	0	0	2	0	0	4	0	0	0	2	0	0	8	0	2	0	0	0	0	0	0	0	2	2	2	0	2	2	0	0	0	2	0	0	0	4	0	0	0	0	2	0	2	0	0	0	0	4	2	0	4	2	0	2	2
"TUPA"	0	0	0	0	0	0	0	0	2	4	0	0	0	2	4	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	6	0	0	2	2	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	4	4	0	2	0	0	0	2
"TUPB"	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0
"TUPC"	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	2	2	0	2	0	0	0	0	2	0	0	0	4	0	0	0	0	4	0	2	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2
"TUS"	0	0	0	0	0	0	2	0	4	2	4	0	0	2	0	0	0	2	0	0	0	0	0	0	4	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"TVAA"	4	0	0	6	0	0	8	2	4	16	2	0	0	4	4	2	2	2	0	0	4	4	0	0	10	0	0	6	0	0	6	2	0	10	10	0	4	8	2	8	2	2	6	0	0	0	2	0	4	0	0	2	0	0	0	0	0	0	0	2	12	0	0	2	0	4	0	2	0	6	0	4	14	4	0	8	10	2	0	16
"UGD"	4	0	0	1	0	1	7	0	21	7	0	0	4	13	6	0	0	9	2	5	30	0	0	0	5	20	0	1	2	15	12	0	3	4	15	0	0	0	6	12	2	5	9	0	0	1	0	1	7	74	1	0	6	2	0	0	0	0	0	0	9	0	0	0	100	8	2	10	2	2	1	13	19	13	0	5	4	1	1	36
"UHPT|RequiresSNPConfirmation"	3	5	2	6	0	0	5	0	2	16	2	2	0	8	4	1	0	12	0	0	72	2	0	0	11	15	2	0	6	49	5	7	8	0	3	4	0	0	4	8	4	0	0	0	0	0	0	0	6	220	1	4	0	19	0	0	2	0	0	0	27	0	0	2	232	0	2	2	11	0	0	0	6	5	4	7	2	0	0	8
"VAN"	2	0	0	4	0	2	4	0	4	2	0	0	0	4	0	0	0	6	0	0	2	0	0	0	6	3	0	0	0	0	8	0	0	2	4	0	0	6	0	4	0	2	12	0	0	0	0	0	2	0	2	0	0	1	0	0	6	0	0	0	10	0	0	0	0	0	0	0	0	0	0	4	0	4	0	6	0	0	0	0
"VAN|RequiresSNPConfirmation"	0	0	0	5	0	0	0	0	0	2	0	0	0	8	0	0	0	6	0	0	0	2	0	2	4	2	0	2	0	2	2	0	0	0	6	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	6	0	1	0	0	2	8
"VANA"	4	8	4	2	0	0	12	0	8	16	2	12	2	8	16	2	6	12	4	0	2	2	2	2	16	0	0	6	2	0	4	6	6	12	10	2	0	6	0	4	4	0	8	0	0	0	2	8	6	0	8	2	0	16	0	0	4	0	4	4	28	0	0	2	0	4	6	10	0	8	0	12	0	16	0	4	2	0	4	24
"VANB"	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	2	2	2	0	0	0	2	0	0	0	0	2	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	4
"VANC"	4	4	2	2	0	0	4	4	10	6	4	2	0	6	2	6	4	22	2	0	0	0	0	0	4	2	2	6	0	2	12	0	4	6	14	0	4	2	4	8	0	0	2	6	2	0	0	2	8	4	0	2	2	4	0	0	0	0	0	2	12	0	0	0	0	8	4	4	2	8	4	2	8	6	0	8	10	2	0	22
"VAND"	0	2	0	0	0	0	2	0	4	4	0	0	0	0	2	0	0	4	0	0	0	4	0	0	2	2	0	2	0	0	2	0	0	8	8	0	0	4	2	2	4	2	8	0	2	0	0	0	2	0	0	4	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	8	0	6	2	2	2	0
"VANE"	0	0	0	12	0	0	0	0	2	14	0	0	0	4	0	0	0	6	2	0	2	0	0	0	2	0	0	2	2	0	8	0	0	2	4	2	0	0	0	6	0	0	2	0	0	0	0	2	4	0	2	0	0	2	0	0	2	2	0	0	12	0	0	0	0	2	0	2	2	4	2	2	10	2	2	0	0	0	0	6
"VANG"	4	8	2	14	0	0	6	2	22	8	4	0	0	4	4	6	12	26	2	0	0	2	2	2	7	3	0	2	0	0	10	2	0	2	14	2	0	14	3	12	6	2	9	0	2	2	4	0	4	0	8	4	6	2	0	0	2	0	0	6	11	0	0	0	0	2	1	26	0	6	2	8	0	8	2	11	2	2	6	24
"VANHA"	4	2	0	10	2	0	4	0	18	58	8	10	0	24	27	2	14	26	4	0	0	0	4	2	14	4	2	2	6	0	34	4	6	12	10	0	0	10	24	16	12	4	20	0	0	0	4	0	32	0	14	8	8	9	0	0	2	0	4	8	26	0	0	2	4	12	2	11	2	6	6	8	16	10	2	12	6	14	10	44
"VANHB"	0	0	0	0	2	0	2	0	4	12	2	0	2	2	0	0	2	2	0	0	0	0	2	0	0	0	0	0	4	0	4	0	0	0	6	0	0	2	0	4	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	6	2	2	2	2	0	0	0	6	0	4	2	0	2	0
"VANHD"	3	2	0	14	2	0	17	4	14	58	12	8	4	12	18	10	24	26	6	2	0	2	2	0	10	5	0	6	2	2	36	4	2	16	20	4	2	12	8	37	8	2	14	2	2	6	4	4	36	4	14	6	12	28	0	2	2	2	4	10	38	0	0	2	6	12	4	14	6	20	2	16	14	22	4	24	4	2	4	40
"VANI"	4	0	0	2	0	0	2	0	8	2	4	0	0	2	4	2	0	6	0	0	0	2	0	0	6	2	0	0	0	0	4	0	2	6	6	0	0	2	0	8	4	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	4	0	4	2	28	0	0	0	0	0	2	8	0	4	0	2	4	2	0	7	0	0	0	6
"VANK"	2	0	0	0	0	2	2	0	4	18	0	15	0	1	4	0	2	4	0	2	0	0	0	0	2	2	0	0	4	0	12	0	6	2	2	0	1	0	4	2	0	0	4	0	0	0	0	0	6	2	0	0	6	2	0	2	0	0	0	0	6	0	0	2	2	0	0	0	0	0	0	0	0	4	2	0	0	0	0	2
"VANL"	0	0	0	0	0	0	2	0	0	0	0	0	2	4	2	0	2	2	0	0	2	0	2	2	2	4	2	0	0	0	6	0	0	2	18	0	0	4	2	2	2	0	4	2	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	2	0	6	0	2	0	2	0	4
"VANN"	0	0	0	2	0	0	2	0	4	4	0	0	0	2	4	0	3	2	0	0	0	0	2	0	2	0	0	6	0	0	2	2	4	0	6	0	0	0	0	8	0	2	2	0	0	0	0	0	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	4	0	2	0	6
"VANRA"	2	0	3	4	2	2	13	0	10	18	2	0	4	12	4	2	2	8	0	0	0	2	2	2	12	0	0	1	0	0	16	0	2	8	20	3	0	6	2	10	8	0	8	4	2	2	2	2	2	0	0	0	2	11	0	2	0	0	0	2	14	0	0	0	0	2	0	5	2	6	0	2	10	20	4	11	2	2	4	12
"VANRB"	2	0	0	0	0	0	6	0	4	20	2	0	0	2	4	0	4	4	0	0	2	2	0	0	2	0	0	2	0	2	2	0	0	6	6	2	0	4	6	10	0	2	2	0	2	0	2	0	4	0	6	0	0	6	0	2	2	2	2	2	4	0	0	4	0	0	0	2	0	10	2	4	2	18	2	14	0	0	0	7
"VANRC"	0	2	0	6	0	0	14	0	16	12	1	0	0	16	4	2	2	10	2	0	0	0	4	2	10	2	0	4	2	1	14	2	2	6	13	4	2	5	10	8	0	2	8	0	0	4	5	10	8	0	6	0	2	13	0	0	2	0	0	0	10	0	0	0	0	6	2	2	2	2	0	8	10	21	0	12	0	5	5	11
"VANRD"	4	0	0	8	0	0	14	0	10	6	4	0	0	2	25	0	0	18	2	2	0	0	2	0	7	0	0	0	0	2	0	5	0	2	6	2	0	0	2	12	2	3	4	1	0	0	2	0	1	0	2	2	9	10	0	0	3	0	0	0	16	0	0	0	0	2	0	0	2	10	2	6	0	8	0	7	4	2	2	14
"VANRE"	2	0	0	2	0	0	12	0	0	12	0	0	2	4	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	2	0	4	10	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	4	0	4	0	0	0	12
